gene_symbol,GSM3068464,GSM3068465,GSM3068466,GSM3068467,GSM3068468,GSM3068469,GSM3068470,GSM3068471,GSM3068472,GSM3068473,GSM3068474,GSM3068475,GSM3068476,GSM3068477,GSM3068478,GSM3068479,GSM3068480,GSM3068481,GSM3068482,GSM3068483,GSM3068484,GSM3068485,GSM3068486,GSM3068487,GSM3068488,GSM3068489,GSM3068490,GSM3068491,GSM3068492,GSM3068493,GSM3068494,GSM3068495,GSM3068496,GSM3068497,GSM3068498,GSM3068499,GSM3068500,GSM3068501,GSM3068502,GSM3068503,GSM3068504,GSM3068505,GSM3068506,GSM3068507,GSM3068508,GSM3068509,GSM3068510,GSM3068511,GSM3068512,GSM3068513,GSM3068514,GSM3068515,GSM3068516,GSM3068517,GSM3068518,GSM3068519,GSM3068520,GSM3068521,GSM3068522,GSM3068523,GSM3068524,GSM3068525,GSM3068526,GSM3068527,GSM3068528,GSM3068529,GSM3068530,GSM3068531,GSM3068532,GSM3068533,GSM3068534,GSM3068535,GSM3068536,GSM3068537,GSM3068538,GSM3068539,GSM3068540,GSM3068541,GSM3068542,GSM3068543,GSM3068544,GSM3068545,GSM3068546,GSM3068547,GSM3068548,GSM3068549
SLC9A3R1,10.0454,9.8065,9.5927,8.9527,8.4127,8.9091,10.2893,9.0167,9.1754,8.7604,9.3996,9.7783,9.9466,9.2723,8.1985,9.3552,9.0246,10.1021,8.956,8.8334,9.2422,9.8069,9.3686,9.5556,8.6191,9.9811,9.0954,9.8748,9.3837,9.8723,9.6095,9.9396,10.2539,7.0778,9.6681,9.7708,9.2974,9.9212,10.1094,9.7604,10.0323,8.6441,9.287,8.2997,9.6562,8.4732,9.8195,9.2301,9.7886,9.56,7.452,9.7862,9.8494,7.92,9.1445,8.9559,8.4772,9.971,9.9799,8.1817,9.1492,9.6643,9.9165,9.0737,9.8891,9.4495,9.3578,9.1439,9.3455,10.3657,9.6737,9.0458,9.2154,9.7747,9.8096,9.0993,8.9871,9.5807,8.9703,10.4249,8.9266,8.5659,9.1987,9.8,8.169,9.9363
SMPD3,7.537,6.6399,6.9241,6.2711,4.6118,6.0559,7.9281,6.183,5.9494,6.2497,6.2527,6.8714,7.0958,6.344,5.6892,7.3541,5.7678,7.262,6.2308,5.6698,6.2504,6.5453,5.5084,6.378,5.6714,7.5592,6.0794,6.9524,5.781,7.0422,6.8174,6.7613,6.8888,3.7249,6.6256,6.1316,5.9406,7.2432,6.6369,7.2821,7.2605,5.726,6.5953,4.7725,6.5103,5.7023,6.3388,5.8366,6.5551,5.8401,4.0737,6.5266,6.9435,4.3567,6.6015,6.1886,5.7216,7.3774,6.3588,4.4015,6.1576,5.8734,6.4274,6.4185,7.5729,6.9679,6.3459,6.4033,6.0029,7.2901,6.4531,6.1501,5.4487,7.2458,6.6321,6.4102,6.0235,6.6785,6.4884,7.6109,6.849,4.9874,6.3431,6.3647,5.2454,7.1017
SPINT1,9.0524,8.3933,8.8156,8.1122,7.2528,7.8478,9.1633,8.2348,8.8233,8.4042,8.2755,8.7139,8.8753,8.5748,8.2008,8.8729,7.7491,9.0435,8.7106,8.0022,8.6476,8.4756,8.8843,9.1488,7.9959,9.1001,8.3148,8.7186,8.1941,8.9843,8.884,8.9217,9.1803,5.0116,8.6519,8.6516,8.1186,8.8167,9.0393,8.8007,9.2394,8.5441,8.614,8.11,8.5018,7.6374,8.7246,7.5976,8.4232,8.3163,6.0603,8.8359,8.725,7.2528,8.0438,8.5912,7.6834,8.6276,8.8255,7.4198,7.7001,8.681,9.1635,8.1379,8.9265,8.6685,9.2158,8.2879,8.3651,9.3255,8.8179,8.3353,8.3964,8.9516,8.6611,8.3653,8.2379,8.7436,8.8921,8.8927,9.0371,8.1626,8.2194,8.2814,7.6596,8.8217
SSBP1,6.1776,5.4162,5.3619,5.5511,5.2565,5.7811,5.7654,4.6152,5.8637,5.388,5.7847,5.5871,5.4088,5.834,4.4339,5.2294,5.6005,5.2084,5.6232,5.3946,4.8474,5.9323,5.3171,5.5817,5.0888,5.6527,5.4479,5.8409,5.5755,4.6624,5.249,5.4374,5.5147,5.4326,5.4737,5.0745,5.6247,5.762,5.2861,5.4278,5.6567,5.7279,4.3272,5.4074,4.9677,5.0357,5.4402,5.5056,5.3548,5.6549,5.4648,5.7406,5.2687,5.528,5.2561,4.9751,4.3567,5.0097,5.2746,6.1463,5.9196,5.6048,5.2349,5.2723,5.3671,5.6139,5.1119,5.068,5.1996,6.1966,5.5258,5.7355,5.4082,5.1962,5.5782,5.3663,5.7207,5.1072,5.9581,5.6079,5.0475,6.2647,5.5858,6.7162,4.6522,5.6263
ST14,8.3497,8.3936,8.5263,8.4182,7.5876,8.1846,9.0307,8.3912,9.3965,8.5264,8.6985,8.3307,8.7511,8.3595,8.321,8.6842,7.3756,8.9624,9.0329,8.5675,8.9859,8.1726,9.1701,9.1359,9.0953,9.2113,8.375,8.8431,8.2275,8.8788,8.6413,8.9523,8.9382,4.7431,8.6086,8.0917,8.2475,8.9196,8.6717,9.0224,8.9482,9.1032,8.8257,9.0318,8.4931,8.8781,8.3246,7.6884,8.6817,8.7282,5.4873,8.701,8.706,7.8866,8.2164,8.9058,7.1483,9.394,8.9741,8.5877,7.4043,8.7768,8.9033,8.434,9.1279,9.0053,9.1121,8.0669,8.4456,9.0593,8.4462,9.0188,8.6307,8.8578,8.8381,8.4204,8.2595,8.4708,9.3823,9.3958,9.2637,8.7244,8.1853,8.2888,8.305,8.9137
SUCLG1,9.8959,9.7611,9.3492,9.0934,8.5245,9.4633,9.8022,9.0839,9.4207,9.1332,9.2539,9.5536,9.7609,9.5753,8.9882,9.2827,9.5483,9.8998,9.7762,9.6205,9.548,9.6179,9.6894,9.4215,9.4079,9.5733,9.4761,9.7907,9.4876,9.7403,9.9506,9.9217,9.7171,8.2201,9.4505,10.1631,9.5166,9.9787,9.8822,9.6014,9.7288,9.3174,9.3729,9.435,9.9839,8.7321,10.0015,9.4155,9.6488,9.368,7.9986,9.4678,9.4779,9.0928,9.7296,9.5049,8.5564,9.9141,10.1232,9.2983,9.4393,9.5424,9.4095,9.5998,9.886,9.3976,9.5133,9.3189,9.6324,9.7418,9.7909,9.6293,9.1595,9.7715,9.8125,9.573,9.4696,9.8746,9.6656,9.4628,9.776,8.9047,9.5143,9.7081,9.1102,9.8403
SUSD2,8.7973,8.7789,9.7003,7.414,4.9911,6.0817,9.1846,7.2557,4.4622,5.8105,6.8579,8.2797,9.4889,5.5135,4.3242,7.9854,8.6894,9.0458,4.7083,8.3963,5.2392,9.0746,4.7249,7.3446,4.3922,9.686,8.6279,9.1888,7.5003,9.1739,8.783,8.3011,9.7156,4.9092,9.1177,9.3004,7.3801,8.9988,9.5613,9.6774,9.6601,3.8814,8.4249,3.9826,8.646,4.0525,9.47,8.6923,9.4442,8.549,3.8102,9.2995,8.7106,4.5002,7.6011,4.5624,8.1099,9.034,9.1146,4.4988,7.6004,9.3263,8.9035,8.6287,9.1123,8.3356,5.0628,7.831,8.3907,9.7087,8.8146,8.2571,7.0713,8.3416,9.4483,6.8904,7.7963,8.5412,5.1016,8.7506,7.1141,4.4399,8.8109,9.6047,4.2632,9.0746
TDP2,9.9405,9.2486,9.8648,8.7433,8.6277,8.8048,10.0411,8.8107,9.5896,8.8628,8.9058,9.6435,10.0452,9.3877,7.9054,8.2195,9.7527,10.2633,10.0288,9.2238,9.6341,9.5376,10.1065,9.7197,9.4243,9.8106,9.4774,9.6472,9.4826,9.925,10.1404,10.3199,9.8978,7.8388,9.4727,9.7968,9.2924,10.1449,9.7571,9.9989,9.9273,9.3788,9.4575,9.396,9.6367,8.0709,9.9113,9.1676,9.3592,9.5426,7.9743,9.6828,9.9106,8.7401,10.128,9.5921,8.6187,9.673,9.6253,8.6342,9.1732,9.6574,9.245,9.9743,9.7719,9.2324,10.1379,9.5544,9.9517,10.0292,9.9853,8.8924,9.2479,9.6776,10.0758,9.0292,8.8812,9.8299,9.7291,9.3888,10.0509,7.4711,9.4876,10.0929,8.5293,9.8951
TMBIM6,10.035,9.3552,9.7129,9.4743,8.8653,9.3846,10.0067,9.1538,9.6308,9.3122,9.3192,9.5145,9.742,9.6464,9.4123,9.6725,9.5226,9.9398,9.7328,9.3737,9.5247,9.7565,9.7199,9.6528,9.4648,10.0114,9.4593,9.8286,9.549,9.7815,9.88,10.2206,10.0083,8.7675,9.7395,9.6923,9.5665,10.1588,9.9084,9.6685,9.9724,9.6186,9.3393,9.4932,9.8695,9.538,9.806,9.6568,9.5233,9.667,8.7716,9.58,9.6803,9.3842,9.3808,9.484,8.9176,9.7816,9.7713,9.1127,9.2429,9.7575,9.7818,9.9582,9.8434,9.4488,9.7787,9.4602,9.7624,9.9075,9.8835,9.5138,9.3046,9.8445,10.0274,9.4939,9.3386,9.9044,9.6194,9.8341,9.6734,9.2502,9.6778,9.8065,9.2663,9.9084
TOR1AIP2,8.7115,8.0795,8.641,7.687,6.7356,8.0806,9.1861,7.4206,6.2803,7.3713,7.6392,8.6237,8.1691,7.9015,6.9221,7.8254,8.1694,8.9268,7.0455,8.0725,8.1377,8.1977,6.2253,7.8808,6.7199,8.2039,8.3395,8.5551,7.5276,8.7997,9.0806,8.8828,8.9014,6.3104,8.3838,4.6627,7.9856,8.7026,8.748,8.719,9.1765,7.6902,8.3046,6.5378,8.9622,6.8654,8.617,7.9788,7.7018,8.3454,6.9205,8.7053,9.2161,6.9294,6.9798,7.6118,7.6327,8.6021,7.1997,7.1382,7.6457,8.3489,8.2549,9.0005,8.8716,8.123,6.6822,7.84,8.774,9.2382,9.0192,7.3718,7.4911,8.5168,8.4849,7.4411,7.7443,8.639,7.8717,8.4071,8.0494,6.9555,8.6299,8.4454,7.1944,8.7318
TRIM36,6.9085,6.5322,6.4658,6.4147,4.969,6.5051,7.2709,6.198,6.4371,6.1339,6.552,7.5821,6.4993,6.7714,4.0059,5.0896,5.9877,6.744,6.4411,6.8111,7.301,6.4346,6.9003,6.6442,6.5501,6.9357,6.564,6.6728,6.8161,6.6044,7.6102,7.2024,6.9313,3.2508,6.2554,6.216,6.1895,7.2548,7.2604,6.6139,7.075,6.059,6.4884,5.1252,7.0473,5.9351,7.1516,5.5162,6.3178,7.3331,3.1275,6.44,7.1551,5.2002,7.901,6.6253,5.0882,7.3829,6.2344,5.7272,6.0433,6.7833,6.5382,7.0725,6.9059,6.6401,7.1769,6.8069,7.2266,7.0966,7.2527,6.0325,7.1027,6.5184,7.7408,6.5074,6.2017,6.5216,6.8279,6.6024,7.0604,3.9886,6.4431,8.0498,5.479,6.5399
TRPM6,7.8761,7.1402,6.8508,4.3561,4.2638,5.502,7.8883,6.2158,7.7053,4.4932,3.9883,7.3881,8.2586,4.7382,2.9394,4.8042,7.3646,8.0461,8.825,5.9503,4.3839,7.9958,7.4954,5.9155,4.5265,7.3082,7.058,7.2815,5.9146,7.6582,8.1554,8.5655,8.2296,3.8144,7.5599,6.0855,6.2642,8.4779,7.2511,7.6609,8.2659,6.1461,6.3182,7.2408,7.102,3.8231,7.3826,5.7929,6.9111,7.1448,4.1725,7.536,7.3008,2.5394,5.7237,7.7834,6.2232,7.0453,7.4965,5.7522,6.3551,7.1594,5.844,7.3466,6.8675,6.5498,9.074,5.9779,7.0467,7.7523,8.4709,6.403,4.7344,7.4397,8.0234,4.4193,4.921,7.5037,6.3537,7.641,7.459,3.9714,7.6412,8.3336,3.6587,7.815
TSPAN3,6.4729,4.8882,5.7738,5.9367,4.9564,5.825,6.4426,4.7781,5.8959,5.5662,5.2539,5.7433,6.4315,5.7347,5.7271,5.7646,6.2837,6.0587,6.4732,5.4296,6.216,5.9253,4.1788,5.9295,6.8266,6.5617,5.722,5.9641,4.9058,5.6173,6.145,6.6375,6.7719,4.922,6.1335,4.1594,5.6665,6.2229,5.6281,5.6079,6.2828,5.9675,5.2774,5.6656,6.1751,4.7813,5.9687,6.0923,4.7633,5.8197,5.7372,5.8897,6.2785,5.3827,5.5169,5.8235,5.8924,6.2244,4.4284,5.7088,4.7056,5.712,6.0117,5.9738,6.1423,5.9475,6.7563,5.9988,5.5135,6.0757,5.8271,6.1079,5.8913,5.579,5.9154,5.4259,5.8789,5.2382,6.3319,6.3513,6.2727,6.2309,5.9478,6.1023,5.2568,6.1843
TUBAL3,8.9688,8.0054,8.8145,7.133,5.8603,7.3485,8.651,7.1756,7.6679,6.3947,7.4443,8.7062,8.5873,7.4757,4.9032,7.3064,7.6216,8.9031,8.3445,7.9715,8.1549,8.0951,8.7088,8.3275,6.7229,9.1107,7.9381,8.753,8.2252,9.2736,9.0351,8.8974,8.7778,3.7403,8.295,9.1481,7.6948,8.8075,9.1366,8.3334,8.8904,7.3538,8.6528,6.6607,9.0324,6.1286,8.4073,7.0094,9.142,8.1145,4.1447,8.2996,8.3721,5.7085,8.6811,6.785,6.1616,8.7298,8.4743,6.118,7.4511,7.7485,8.1206,8.0507,9.032,8.2238,9.063,7.7407,8.4384,8.9582,9.0296,6.7926,7.8265,8.3407,9.0916,7.4904,7.4001,8.586,7.9655,8.6643,8.1882,4.7941,8.5033,8.7631,5.716,8.7277
UCK2,8.1036,7.0759,7.0962,7.3921,6.991,7.0065,8.4016,7.0904,7.8225,7.0948,7.2926,7.7262,8.1531,7.4052,7.3814,7.31,7.2911,7.7522,8.1893,7.0969,7.0854,7.623,6.9378,7.5449,6.9673,7.8289,7.3349,7.7896,6.9745,8.3007,8.1156,8.1743,8.2259,6.912,7.6206,7.4259,7.4076,8.2829,7.8304,7.8483,8.1338,7.4438,6.7179,7.4389,8.2694,7.3043,8.0493,7.4257,7.6221,7.4223,6.8828,7.9793,7.8283,7.1003,7.019,7.3658,6.9034,8.0024,7.8644,7.1376,7.1206,7.8433,7.3948,7.2344,7.9366,7.5138,8.2555,6.9064,7.7632,8.4503,7.7135,7.3671,7.317,7.491,7.8898,7.0916,7.3764,7.9885,7.7304,7.9813,8.087,7.7909,7.6373,7.8136,6.3521,8.1359
USH1C,9.9111,9.3008,9.6576,9.2399,8.4314,9.2992,9.9222,9.1611,9.4235,9.4965,9.376,9.7614,9.8027,9.2652,9.1243,9.5752,8.9764,9.9037,9.4521,9.5104,9.6839,9.0766,9.7478,9.6537,9.4645,9.8423,9.6736,9.9181,9.5097,9.6067,9.687,9.879,10.0977,4.192,9.5891,9.797,9.3572,9.7454,9.8362,9.8285,9.6611,9.6313,9.6008,8.9866,9.646,9.0705,9.7441,9.0574,9.567,9.4383,5.7669,9.6271,9.6521,8.7763,9.1845,9.4801,8.0755,9.472,9.5956,8.914,9.2012,9.5676,9.4639,9.7506,9.8976,9.6209,9.6234,9.197,9.6203,9.9426,9.5806,9.2393,9.2775,9.7841,9.7095,8.9588,9.3865,9.7869,9.6018,9.8758,9.6773,8.8041,9.4672,9.3025,9.0185,9.7169
VDR,7.5833,7.3412,7.2066,6.2749,6.3813,7.3245,8.5064,6.5955,7.3908,6.6293,7.6634,7.4604,7.903,7.4321,5.5257,7.1254,6.7253,8.1842,6.9539,7.6177,7.6991,7.3756,6.3563,7.8416,6.884,7.861,7.3872,8.0347,7.2004,8.8069,7.6132,7.3616,7.6349,6.2758,7.6123,5.654,7.453,8.012,7.5851,7.707,7.9203,7.3583,7.7426,6.6346,8.1198,6.307,7.8597,6.6632,8.1898,7.0,6.2975,7.4817,7.6654,6.3227,6.611,7.6602,6.187,7.4502,7.8454,6.5203,7.4426,7.32,7.2893,7.4096,8.351,7.4953,8.3358,7.4296,7.4129,7.9078,7.8991,7.2775,7.1217,7.334,7.9745,7.1452,7.3994,7.6686,7.5943,7.7757,8.0096,6.671,7.4873,6.7827,6.1195,8.0055
VIL1,10.4697,9.9375,10.2688,9.0192,8.1765,9.3941,10.1299,9.0701,9.3485,8.8316,9.4161,10.4654,10.2336,9.28,7.6327,9.1029,9.535,10.5187,9.6608,9.3632,9.5194,10.1714,9.239,9.5948,9.0613,10.2674,9.8457,10.2575,9.7138,9.9144,10.1089,10.4079,10.453,5.1696,9.9349,9.7111,9.3874,10.2833,10.3762,10.0124,10.3224,9.0569,9.4378,9.2565,10.2591,8.7157,10.26,9.6006,9.8815,9.6855,5.7581,10.038,10.0832,8.3245,9.8752,9.12,8.4463,10.0279,10.229,8.6442,9.4203,9.8653,9.7305,9.9576,10.0315,9.3949,9.5603,9.2406,10.1323,10.4284,10.1778,9.2803,9.5992,10.0659,10.4152,8.9179,8.9175,10.0888,9.5955,10.4171,9.4937,7.9739,9.8334,10.4688,8.1677,10.1786
XPNPEP2,9.8708,8.6703,9.0283,8.9077,4.6166,8.5733,9.9303,7.267,4.8981,6.8203,7.5072,9.7467,9.715,7.5219,3.1794,8.4277,9.1756,9.1772,5.4429,8.1872,6.9823,9.2105,4.4426,8.2562,4.8918,9.7627,8.4383,9.5672,8.3119,9.6722,9.6039,10.0923,10.1522,3.0787,9.4435,7.4947,8.796,9.6667,9.7714,9.7825,9.7661,4.403,8.9529,3.0598,9.6784,2.9352,9.5171,8.0814,9.3887,9.1519,2.8681,9.7817,8.9877,2.8969,8.096,6.4961,8.255,9.214,9.2962,4.0014,8.6591,9.3147,8.3788,9.0506,9.8014,9.2728,4.7521,8.5104,9.1301,9.8099,9.4258,8.6419,6.9208,9.236,9.4008,7.9734,8.4846,9.4271,3.9345,9.5632,8.2292,3.0895,9.3998,9.4681,3.2338,9.5134
